irradiance_w_m2,ambient_temp_c,dc_power_w,ac_power_w,flow_rate_lpm,timestamp,day,label
0.0003245387101595596,15.000016355695166,0.0,0.0,0.0,00:00:00,1,panel_soiling
0.0004230492070905959,15.000016891359769,0.0,0.0,0.0,00:01:00,1,panel_soiling
0.0004276346097934234,15.000017443920918,0.0,0.0,0.0,00:02:00,1,panel_soiling
0.0006277226195450409,15.000018013889683,0.0,0.0,0.0,00:03:00,1,panel_soiling
0.0006532314206357231,15.000018601791883,0.0,0.0,0.0,00:04:00,1,panel_soiling
0.0004256863319604868,15.000019208168471,0.0,0.0,0.0,00:05:00,1,panel_soiling
0.0004586852511786336,15.000019833575962,0.0,0.0,0.0,00:06:00,1,panel_soiling
0.0005633189153550746,15.000020478586844,0.0,0.0,0.0,00:07:00,1,panel_soiling
0.0007656364615243531,15.000021143790022,0.0,0.0,0.0,00:08:00,1,panel_soiling
0.0007965280792993623,15.000021829791255,0.0,0.0,0.0,00:09:00,1,panel_soiling
0.0008286200009530755,15.000022537213615,0.0,0.0,0.0,00:10:00,1,panel_soiling
0.0004246671472047689,15.000023266697962,0.0,0.0,0.0,00:11:00,1,panel_soiling
0.0008965852138602474,15.00002401890341,0.0,0.0,0.0,00:12:00,1,panel_soiling
0.0009325527584703396,15.000024794507828,0.0,0.0,0.0,00:13:00,1,panel_soiling
0.0004354590492970511,15.000025594208342,0.0,0.0,0.0,00:14:00,1,panel_soiling
0.0010087060029584569,15.000026418721852,0.0,0.0,0.0,00:15:00,1,panel_soiling
0.0010489963112667083,15.00002726878556,0.0,0.0,0.0,00:16:00,1,panel_soiling
0.001090835230059543,15.000028145157517,0.0,0.0,0.0,00:17:00,1,panel_soiling
0.00044434861321321735,15.000029048617172,0.0,0.0,0.0,00:18:00,1,panel_soiling
0.0011793889700941515,15.000029979965953,0.0,0.0,0.0,00:19:00,1,panel_soiling
0.0012262238910359267,15.000030940027841,0.0,0.0,0.0,00:20:00,1,panel_soiling
0.0012748477563672032,15.000031929649975,0.0,0.0,0.0,00:21:00,1,panel_soiling
0.0013253259864218607,15.000032949703265,0.0,0.0,0.0,00:22:00,1,panel_soiling
0.0013777262781673298,15.000034001083021,0.0,0.0,0.0,00:23:00,1,panel_soiling
0.0006859160755919338,15.000035084709594,0.0,0.0,0.0,00:24:00,1,panel_soiling
0.0014885756687544086,15.000036201529047,0.0,0.0,0.0,00:25:00,1,panel_soiling
0.0015471722292639714,15.000037352513814,0.0,0.0,0.0,00:26:00,1,panel_soiling
0.0016079859360837306,15.00003853866341,0.0,0.0,0.0,00:27:00,1,panel_soiling
0.0016710970378981862,15.000039761005135,0.0,0.0,0.0,00:28:00,1,panel_soiling
0.0005275688943222498,15.000041020594796,0.0,0.0,0.0,00:29:00,1,panel_soiling
0.001005566821589181,15.000042318517464,0.0,0.0,0.0,00:30:00,1,panel_soiling
0.0018750591553285082,15.000043655888224,0.0,0.0,0.0,00:31:00,1,panel_soiling
0.0019482189036128712,15.000045033852967,0.01,0.0,0.0,00:32:00,1,panel_soiling
0.0020241205372311054,15.000046453589185,0.01,0.0,0.0,00:33:00,1,panel_soiling
0.0021028622691518597,15.000047916306798,0.01,0.0,0.0,00:34:00,1,panel_soiling
0.001247042080831061,15.000049423248983,0.0,0.0,0.0,00:35:00,1,panel_soiling
0.00226927568805885,15.000050975693043,0.01,0.0,0.0,00:36:00,1,panel_soiling
0.0023571609331601213,15.000052574951287,0.01,0.0,0.0,00:37:00,1,panel_soiling
0.0024483136162255312,15.000054222371928,0.01,0.0,0.0,00:38:00,1,panel_soiling
0.0025428497528701974,15.000055919340003,0.01,0.0,0.0,00:39:00,1,panel_soiling
0.0026408892661645947,15.00005766727833,0.01,0.0,0.0,00:40:00,1,panel_soiling
0.00274255611031195,15.00005946764847,0.01,0.0,0.0,00:41:00,1,panel_soiling
0.00284797839795458,15.000061321951708,0.01,0.0,0.0,00:42:00,1,panel_soiling
0.002957288531206044,15.000063231730087,0.01,0.0,0.0,00:43:00,1,panel_soiling
0.0015836515343040291,15.000065198567428,0.0,0.0,0.0,00:44:00,1,panel_soiling
0.0011568201633640988,15.000067224090403,0.0,0.0,0.0,00:45:00,1,panel_soiling
0.0033099372273901364,15.000069309969618,0.01,0.0,0.0,00:46:00,1,panel_soiling
0.0034362133567854953,15.000071457920729,0.01,0.0,0.0,00:47:00,1,panel_soiling
0.0035671085439967025,15.000073669705586,0.01,0.0,0.0,00:48:00,1,panel_soiling
0.0037027839010243995,15.000075947133382,0.01,0.0,0.0,00:49:00,1,panel_soiling
0.003843405859481434,15.00007829206187,0.01,0.0,0.0,00:50:00,1,panel_soiling
0.003989146335186396,15.000080706398562,0.01,0.0,0.0,00:51:00,1,panel_soiling
0.004140182897458453,15.000083192101993,0.01,0.0,0.0,00:52:00,1,panel_soiling
0.002785676610910287,15.000085751182993,0.01,0.0,0.0,00:53:00,1,panel_soiling
0.0022818622753725537,15.000088385705997,0.01,0.0,0.0,00:54:00,1,panel_soiling
0.00462693329058053,15.000091097790378,0.01,0.0,0.0,00:55:00,1,panel_soiling
0.0025457803666138587,15.000093889611826,0.01,0.0,0.0,00:56:00,1,panel_soiling
0.004981440037293868,15.000096763403736,0.01,0.0,0.0,00:57:00,1,panel_soiling
0.0033200397821242164,15.00009972145865,0.01,0.0,0.0,00:58:00,1,panel_soiling
0.005361915084323601,15.000102766129716,0.01,0.0,0.0,00:59:00,1,panel_soiling
0.005562451057545743,15.000105899832189,0.01,0.0,0.0,01:00:00,1,panel_soiling
0.001871064104142597,15.000109125044961,0.0,0.0,0.0,01:01:00,1,panel_soiling
0.003991585111181652,15.000112444312133,0.01,0.0,0.0,01:02:00,1,panel_soiling
0.006208119233352894,15.000115860244614,0.02,0.0,0.0,01:03:00,1,panel_soiling
0.006438870287957505,15.00011937552176,0.02,0.0,0.0,01:04:00,1,panel_soiling
0.0066778266666738155,15.00012299289305,0.02,0.0,0.0,01:05:00,1,panel_soiling
0.0069252658014748916,15.000126715179801,0.02,0.0,0.0,01:06:00,1,panel_soiling
0.007181473970309871,15.00013054527692,0.02,0.0,0.0,01:07:00,1,panel_soiling
0.007446746559999046,15.000134486154689,0.02,0.0,0.0,01:08:00,1,panel_soiling
0.004660647349282439,15.000138540860611,0.01,0.0,0.0,01:09:00,1,panel_soiling
0.008005713721192655,15.000142712521262,0.02,0.0,0.0,01:10:00,1,panel_soiling
0.008300047077934386,15.000147004344221,0.02,0.0,0.0,01:11:00,1,panel_soiling
0.008604723003440572,15.000151419620018,0.02,0.0,0.0,01:12:00,1,panel_soiling
0.008920086628798358,15.000155961724134,0.02,0.0,0.0,01:13:00,1,panel_soiling
0.009246493927726146,15.000160634119048,0.02,0.0,0.0,01:14:00,1,panel_soiling
0.009584312033294446,15.000165440356318,0.02,0.0,0.0,01:15:00,1,panel_soiling
0.009933919563084613,15.000170384078723,0.03,0.0,0.0,01:16:00,1,panel_soiling
0.006426929414052054,15.000175469022437,0.02,0.0,0.0,01:17:00,1,panel_soiling
0.0064572419112890415,15.000180699019264,0.02,0.0,0.0,01:18:00,1,panel_soiling
0.011057444213032244,15.00018607799891,0.03,0.0,0.0,01:19:00,1,panel_soiling
0.006172590798262114,15.00019160999131,0.02,0.0,0.0,01:20:00,1,panel_soiling
0.011872896914509785,15.000197299129008,0.03,0.0,0.0,01:21:00,1,panel_soiling
0.008006745054270842,15.00020314964958,0.02,0.0,0.0,01:22:00,1,panel_soiling
0.009011674876985353,15.000209165898122,0.02,0.0,0.0,01:23:00,1,panel_soiling
0.013204695769039909,15.000215352329773,0.03,0.0,0.0,01:24:00,1,panel_soiling
0.005558019451270789,15.00022171351232,0.01,0.0,0.0,01:25:00,1,panel_soiling
0.014170616004058697,15.000228254128823,0.04,0.0,0.0,01:26:00,1,panel_soiling
0.014678532985904179,15.000234978980329,0.04,0.0,0.0,01:27:00,1,panel_soiling
0.015203809367559834,15.000241892988623,0.04,0.0,0.0,01:28:00,1,panel_soiling
0.01574700687188026,15.000249001199048,0.04,0.0,0.0,01:29:00,1,panel_soiling
0.00833645144448815,15.00025630878338,0.02,0.0,0.0,01:30:00,1,panel_soiling
0.01688949782223303,15.000263821042761,0.04,0.0,0.0,01:31:00,1,panel_soiling
0.017490001841609336,15.000271543410703,0.05,0.0,0.0,01:32:00,1,panel_soiling
0.007708446255769085,15.00027948145615,0.02,0.0,0.0,01:33:00,1,panel_soiling
0.011012638840652499,15.000287640886599,0.03,0.0,0.0,01:34:00,1,panel_soiling
0.0194162003300216,15.000296027551293,0.05,0.0,0.0,01:35:00,1,panel_soiling
0.02010206711193367,15.000304647444484,0.05,0.0,0.0,01:36:00,1,panel_soiling
0.020811003960641557,15.00031350670875,0.05,0.0,0.0,01:37:00,1,panel_soiling
0.012809979099019916,15.000322611638397,0.03,0.0,0.0,01:38:00,1,panel_soiling
0.0223010430169939,15.000331968682923,0.06,0.0,0.0,01:39:00,1,panel_soiling
0.01733237280674833,15.000341584450547,0.04,0.0,0.0,01:40:00,1,panel_soiling
0.023892449399067737,15.000351465711828,0.06,0.0,0.0,01:41:00,1,panel_soiling
0.024728181694700466,15.000361619403346,0.06,0.0,0.0,01:42:00,1,panel_soiling
0.008808794042024715,15.000372052631452,0.02,0.0,0.0,01:43:00,1,panel_soiling
0.013948686489444863,15.000382772676113,0.04,0.0,0.0,01:44:00,1,panel_soiling
0.027405753153652956,15.000393786994827,0.07,0.0,0.0,01:45:00,1,panel_soiling
0.028358065796315637,15.000405103226607,0.07,0.0,0.0,01:46:00,1,panel_soiling
0.0293418375940143,15.000416729196056,0.08,0.0,0.0,01:47:00,1,panel_soiling
0.030358048543170462,15.000428672917533,0.08,0.0,0.0,01:48:00,1,panel_soiling
0.031407707101488734,15.00044094259938,0.08,0.0,0.0,01:49:00,1,panel_soiling
0.03249185094538512,15.000453546648254,0.08,0.0,0.0,01:50:00,1,panel_soiling
0.033611547745357157,15.000466493673539,0.09,0.0,0.0,01:51:00,1,panel_soiling
0.018354427210504422,15.000479792491838,0.05,0.0,0.0,01:52:00,1,panel_soiling
0.035962025646617275,15.00049345213157,0.09,0.0,0.0,01:53:00,1,panel_soiling
0.03719509929602835,15.000507481837644,0.1,0.0,0.0,01:54:00,1,panel_soiling
0.03846831267988905,15.000521891076238,0.1,0.0,0.0,01:55:00,1,panel_soiling
0.014336950564775477,15.00053668953966,0.04,0.0,0.0,01:56:00,1,panel_soiling
0.027994275863108015,15.000551887151307,0.07,0.0,0.0,01:57:00,1,panel_soiling
0.042541266614347394,15.000567494070737,0.11,0.0,0.0,01:58:00,1,panel_soiling
0.025810541191952713,15.00058352069882,0.07,0.0,0.0,01:59:00,1,panel_soiling
0.04548076878720885,15.000599977682993,0.12,0.0,0.0,02:00:00,1,panel_soiling
0.04702190785560285,15.000616875922633,0.12,0.0,0.0,02:01:00,1,panel_soiling
0.03731210368773317,15.000634226574514,0.1,0.0,0.0,02:02:00,1,panel_soiling
0.038327073320201174,15.000652041058375,0.1,0.0,0.0,02:03:00,1,panel_soiling
0.01664575995321442,15.000670331062613,0.04,0.0,0.0,02:04:00,1,panel_soiling
0.05369680326046394,15.000689108550056,0.14,0.0,0.0,02:05:00,1,panel_soiling
0.05550090635075051,15.000708385763868,0.14,0.0,0.0,02:06:00,1,panel_soiling
0.05736243230462513,15.000728175233562,0.15,0.0,0.0,02:07:00,1,panel_soiling
0.05928309651992797,15.000748489781119,0.15,0.0,0.0,02:08:00,1,panel_soiling
0.03659432235842508,15.000769342527237,0.09,0.0,0.0,02:09:00,1,panel_soiling
0.06330893977053383,15.000790746897684,0.16,0.0,0.0,02:10:00,1,panel_soiling
0.06541779164181527,15.000812716629785,0.17,0.0,0.0,02:11:00,1,panel_soiling
0.06759312990502674,15.000835265779017,0.17,0.0,0.0,02:12:00,1,panel_soiling
0.03086848936300592,15.00085840872574,0.08,0.0,0.0,02:13:00,1,panel_soiling
0.07215117853185299,15.000882160182046,0.19,0.0,0.0,02:14:00,1,panel_soiling
0.026814847509597613,15.000906535198732,0.07,0.0,0.0,02:15:00,1,panel_soiling
0.02685711195780243,15.000931549172419,0.07,0.0,0.0,02:16:00,1,panel_soiling
0.07953779193993109,15.000957217852784,0.2,0.0,0.0,02:17:00,1,panel_soiling
0.08215523493735107,15.000983557349933,0.21,0.0,0.0,02:18:00,1,panel_soiling
0.08485409238616548,15.001010584141916,0.22,0.0,0.0,02:19:00,1,panel_soiling
0.08763673359470743,15.001038315082369,0.23,0.0,0.0,02:20:00,1,panel_soiling
0.06566784313540205,15.001066767408293,0.17,0.0,0.0,02:21:00,1,panel_soiling
0.09346316382381882,15.001095958748001,0.24,0.0,0.0,02:22:00,1,panel_soiling
0.0965120153940639,15.001125907129168,0.25,0.0,0.0,02:23:00,1,panel_soiling
0.04455721944993684,15.001156630987065,0.11,0.0,0.0,02:24:00,1,panel_soiling
0.10289415733721785,15.001188149172913,0.26,0.0,0.0,02:25:00,1,panel_soiling
