irradiance_w_m2,ambient_temp_c,dc_power_w,ac_power_w,flow_rate_lpm,timestamp,day,label
0.00042318614380828335,15.000016355695166,0.0,0.0,0.0,00:00:00,1,pump_wear
0.0003063661988791587,15.000016891359769,0.0,0.0,0.0,00:01:00,1,pump_wear
0.0005741949363777938,15.000017443920918,0.0,0.0,0.0,00:02:00,1,pump_wear
0.0005975617729602942,15.000018013889683,0.0,0.0,0.0,00:03:00,1,pump_wear
0.0006218449259505233,15.000018601791883,0.0,0.0,0.0,00:04:00,1,pump_wear
0.00048007045401896135,15.000019208168471,0.0,0.0,0.0,00:05:00,1,pump_wear
0.0006732993382200029,15.000019833575962,0.0,0.0,0.0,00:06:00,1,pump_wear
0.0007005433138057025,15.000020478586844,0.0,0.0,0.0,00:07:00,1,pump_wear
0.0007288491240336935,15.000021143790022,0.0,0.0,0.0,00:08:00,1,pump_wear
0.0002426035385420119,15.000021829791255,0.0,0.0,0.0,00:09:00,1,pump_wear
0.0007888064273337084,15.000022537213615,0.0,0.0,0.0,00:10:00,1,pump_wear
0.0006339973653005334,15.000023266697962,0.0,0.0,0.0,00:11:00,1,pump_wear
0.0004997003744833562,15.00002401890341,0.0,0.0,0.0,00:12:00,1,pump_wear
0.0008877454187240169,15.000024794507828,0.0,0.0,0.0,00:13:00,1,pump_wear
0.00038138805462686247,15.000025594208342,0.0,0.0,0.0,00:14:00,1,pump_wear
0.0009602396484619546,15.000026418721852,0.0,0.0,0.0,00:15:00,1,pump_wear
0.0009985940861007403,15.00002726878556,0.0,0.0,0.0,00:16:00,1,pump_wear
0.0010384227265131385,15.000028145157517,0.0,0.0,0.0,00:17:00,1,pump_wear
0.0010797798480491978,15.000029048617172,0.0,0.0,0.0,00:18:00,1,pump_wear
0.00040924219711558875,15.000029979965953,0.0,0.0,0.0,00:19:00,1,pump_wear
0.001167306226601768,15.000030940027841,0.0,0.0,0.0,00:20:00,1,pump_wear
0.0012135938101153255,15.000031929649975,0.0,0.0,0.0,00:21:00,1,pump_wear
0.0012616466597469365,15.000032949703265,0.0,0.0,0.0,00:22:00,1,pump_wear
0.0013115292197568875,15.000034001083021,0.0,0.0,0.0,00:23:00,1,pump_wear
0.0013633081728404639,15.000035084709594,0.0,0.0,0.0,00:24:00,1,pump_wear
0.0008915289125493441,15.000036201529047,0.0,0.0,0.0,00:25:00,1,pump_wear
0.0014728336236536903,15.000037352513814,0.01,0.0,0.0,00:26:00,1,pump_wear
0.001530725350566194,15.00003853866341,0.01,0.0,0.0,00:27:00,1,pump_wear
0.0015908040871283034,15.000039761005135,0.01,0.0,0.0,00:28:00,1,pump_wear
0.0008938933489819519,15.000041020594796,0.0,0.0,0.0,00:29:00,1,pump_wear
0.0017178413877838143,15.000042318517464,0.01,0.0,0.0,00:30:00,1,pump_wear
0.0017849662229403518,15.000043655888224,0.01,0.0,0.0,00:31:00,1,pump_wear
0.0018546107881239643,15.000045033852967,0.01,0.0,0.0,00:32:00,1,pump_wear
0.0019268654964031844,15.000046453589185,0.01,0.0,0.0,00:33:00,1,pump_wear
0.002001823841805224,15.000047916306798,0.01,0.0,0.0,00:34:00,1,pump_wear
0.000824728630230005,15.000049423248983,0.0,0.0,0.0,00:35:00,1,pump_wear
0.002160241420764731,15.000050975693043,0.01,0.0,0.0,00:36:00,1,pump_wear
0.002243903951386662,15.000052574951287,0.01,0.0,0.0,00:37:00,1,pump_wear
0.002330676925956437,15.000054222371928,0.01,0.0,0.0,00:38:00,1,pump_wear
0.0016199339540868558,15.000055919340003,0.01,0.0,0.0,00:39:00,1,pump_wear
0.002513999691814344,15.00005766727833,0.01,0.0,0.0,00:40:00,1,pump_wear
0.0026107816425492134,15.00005946764847,0.01,0.0,0.0,00:41:00,1,pump_wear
0.002711138595049856,15.000061321951708,0.01,0.0,0.0,00:42:00,1,pump_wear
0.0017779706444698996,15.000063231730087,0.01,0.0,0.0,00:43:00,1,pump_wear
0.0029230858788977824,15.000065198567428,0.01,0.0,0.0,00:44:00,1,pump_wear
0.0030349410585027085,15.000067224090403,0.01,0.0,0.0,00:45:00,1,pump_wear
0.0031509012044524725,15.000069309969618,0.01,0.0,0.0,00:46:00,1,pump_wear
0.0011728558878528815,15.000071457920729,0.0,0.0,0.0,00:47:00,1,pump_wear
0.003395715941282146,15.000073669705586,0.01,0.0,0.0,00:48:00,1,pump_wear
0.00352487236223644,15.000075947133382,0.01,0.0,0.0,00:49:00,1,pump_wear
0.003658737710076921,15.00007829206187,0.01,0.0,0.0,00:50:00,1,pump_wear
0.0037974756404026656,15.000080706398562,0.01,0.0,0.0,00:51:00,1,pump_wear
0.003941255190673663,15.000083192101993,0.01,0.0,0.0,00:52:00,1,pump_wear
0.004090250945961783,15.000085751182993,0.01,0.0,0.0,00:53:00,1,pump_wear
0.0030735156275148207,15.000088385705997,0.01,0.0,0.0,00:54:00,1,pump_wear
0.0013958106093622266,15.000091097790378,0.0,0.0,0.0,00:55:00,1,pump_wear
0.004570368120389913,15.000093889611826,0.02,0.0,0.0,00:56:00,1,pump_wear
0.001497170372922081,15.000096763403736,0.01,0.0,0.0,00:57:00,1,pump_wear
0.003799857883703466,15.00009972145865,0.01,0.0,0.0,00:58:00,1,pump_wear
0.005104285530722467,15.000102766129716,0.02,0.0,0.0,00:59:00,1,pump_wear
0.005295186141867869,15.000105899832189,0.02,0.0,0.0,01:00:00,1,pump_wear
0.005492920853249516,15.000109125044961,0.02,0.0,0.0,01:01:00,1,pump_wear
